ID,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing
4418,no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,female,none,4,car_other,41,none,own
4419,no_checking,27,prior_payments_delayed,appliances,4204,unknown,4_to_7,3,male,none,4,car_other,52,none,own
4420,0_to_200,23,outstanding_credit,radio_tv,2897,greater_1000,4_to_7,3,female,none,3,car_other,49,bank,rent
4421,0_to_200,29,credits_paid_to_date,furniture,4897,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,own
4422,0_to_200,29,outstanding_credit,car_used,3664,unknown,greater_7,3,male,none,1,unknown,46,stores,own
4423,no_checking,29,outstanding_credit,appliances,4504,unknown,greater_7,4,female,none,4,car_other,34,none,own
4424,less_0,23,credits_paid_to_date,repairs,2322,less_100,1_to_4,3,female,none,1,savings_insurance,24,none,own
4425,0_to_200,4,credits_paid_to_date,car_new,3185,less_100,4_to_7,2,male,none,2,car_other,45,none,own
4426,less_0,18,prior_payments_delayed,car_new,1661,100_to_500,1_to_4,2,female,co-applicant,3,car_other,35,bank,own
4427,less_0,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,male,none,3,car_other,31,stores,own
4428,no_checking,33,prior_payments_delayed,business,10525,500_to_1000,4_to_7,5,male,none,4,unknown,45,none,free
4429,0_to_200,27,credits_paid_to_date,car_used,1918,100_to_500,4_to_7,3,female,none,3,real_estate,20,stores,rent
4430,less_0,16,credits_paid_to_date,car_used,1852,less_100,unemployed,2,male,none,3,car_other,30,none,own
4431,no_checking,8,credits_paid_to_date,furniture,6365,less_100,1_to_4,4,male,none,3,savings_insurance,25,none,own
4432,no_checking,40,outstanding_credit,appliances,9367,greater_1000,1_to_4,4,female,co-applicant,5,car_other,50,stores,own
4433,0_to_200,34,prior_payments_delayed,furniture,250,500_to_1000,greater_7,4,female,none,3,savings_insurance,39,stores,own
4434,less_0,25,prior_payments_delayed,furniture,4653,greater_1000,4_to_7,2,female,none,1,unknown,37,stores,own
4435,no_checking,43,credits_paid_to_date,furniture,4704,500_to_1000,4_to_7,4,female,guarantor,4,real_estate,41,bank,own
4436,less_0,15,credits_paid_to_date,appliances,1069,less_100,less_1,2,female,none,3,real_estate,34,none,own
4437,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,savings_insurance,34,none,own
4438,less_0,40,outstanding_credit,appliances,2734,greater_1000,4_to_7,4,male,none,4,unknown,36,stores,own
4439,0_to_200,32,credits_paid_to_date,radio_tv,4593,500_to_1000,4_to_7,4,male,none,3,car_other,34,none,free
4440,less_0,13,all_credits_paid_back,furniture,5577,less_100,4_to_7,3,male,none,3,car_other,28,none,own
4441,no_checking,23,prior_payments_delayed,car_used,1743,unknown,1_to_4,3,male,none,3,car_other,29,none,own
4442,no_checking,33,outstanding_credit,repairs,5595,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free
4443,no_checking,18,credits_paid_to_date,car_new,5351,500_to_1000,4_to_7,3,male,none,4,car_other,39,none,own
4444,0_to_200,25,credits_paid_to_date,radio_tv,2092,less_100,less_1,1,male,none,2,savings_insurance,28,none,own
4445,0_to_200,17,credits_paid_to_date,car_used,1722,500_to_1000,less_1,2,male,none,3,real_estate,25,none,own
4446,no_checking,33,prior_payments_delayed,furniture,5315,unknown,1_to_4,3,male,none,3,savings_insurance,50,none,own
4447,less_0,20,credits_paid_to_date,radio_tv,2305,100_to_500,4_to_7,2,male,none,2,savings_insurance,19,stores,own
4448,no_checking,31,prior_payments_delayed,radio_tv,4569,100_to_500,1_to_4,4,male,none,5,savings_insurance,37,none,free
4449,0_to_200,18,prior_payments_delayed,radio_tv,1775,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,own
4450,0_to_200,25,outstanding_credit,car_used,3190,100_to_500,1_to_4,3,male,none,3,savings_insurance,42,bank,own
4451,no_checking,8,credits_paid_to_date,car_new,1444,less_100,1_to_4,3,male,none,4,car_other,47,none,own
4452,0_to_200,16,prior_payments_delayed,furniture,4722,100_to_500,greater_7,3,male,none,2,unknown,50,bank,own
4453,less_0,11,credits_paid_to_date,appliances,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent
4454,0_to_200,28,credits_paid_to_date,radio_tv,2379,less_100,4_to_7,3,male,none,2,real_estate,26,none,free
4455,less_0,4,credits_paid_to_date,car_used,3205,less_100,4_to_7,3,male,none,3,savings_insurance,19,none,own
4456,no_checking,47,outstanding_credit,radio_tv,7388,500_to_1000,1_to_4,4,female,co-applicant,5,savings_insurance,43,none,free
4457,no_checking,27,prior_payments_delayed,appliances,4489,100_to_500,1_to_4,3,female,none,4,savings_insurance,32,none,own
4458,greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,male,none,3,savings_insurance,38,none,own
4459,0_to_200,4,all_credits_paid_back,car_used,416,less_100,less_1,1,female,none,1,savings_insurance,19,none,rent
4460,0_to_200,19,credits_paid_to_date,repairs,2083,500_to_1000,less_1,3,female,none,2,real_estate,35,none,own
4461,less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,20,none,own
4462,no_checking,33,outstanding_credit,radio_tv,8499,500_to_1000,greater_7,5,female,guarantor,6,unknown,58,none,free
4463,less_0,14,all_credits_paid_back,furniture,250,500_to_1000,less_1,2,female,none,2,real_estate,24,none,rent
4464,no_checking,40,prior_payments_delayed,repairs,8523,500_to_1000,greater_7,5,male,co-applicant,4,unknown,49,none,free
4465,no_checking,26,prior_payments_delayed,appliances,5362,500_to_1000,4_to_7,4,male,none,4,savings_insurance,41,none,own
4466,less_0,8,prior_payments_delayed,car_new,1821,less_100,less_1,2,male,none,3,car_other,38,none,own
4467,0_to_200,4,all_credits_paid_back,car_used,2348,100_to_500,less_1,1,male,none,3,real_estate,19,stores,rent
4468,0_to_200,23,outstanding_credit,car_used,3747,100_to_500,1_to_4,2,female,none,3,car_other,40,none,rent
4469,less_0,7,credits_paid_to_date,vacation,250,500_to_1000,1_to_4,2,female,none,3,real_estate,22,none,rent
4470,less_0,13,no_credits,car_used,430,less_100,unemployed,2,male,none,1,real_estate,21,none,rent
4471,less_0,5,all_credits_paid_back,car_used,250,100_to_500,1_to_4,1,female,none,1,savings_insurance,25,stores,rent
4472,no_checking,32,prior_payments_delayed,car_used,7832,greater_1000,1_to_4,4,male,co-applicant,4,car_other,37,none,own
4473,0_to_200,5,all_credits_paid_back,car_new,2733,less_100,less_1,3,female,none,1,car_other,24,none,own
4474,no_checking,31,prior_payments_delayed,radio_tv,5321,100_to_500,4_to_7,4,female,none,4,car_other,46,none,own
4475,0_to_200,18,credits_paid_to_date,car_new,2211,less_100,1_to_4,2,male,none,2,real_estate,35,none,own
4476,less_0,20,prior_payments_delayed,car_used,1179,less_100,1_to_4,2,female,co-applicant,2,car_other,55,stores,free
4477,greater_200,34,prior_payments_delayed,business,1998,100_to_500,4_to_7,2,male,none,2,real_estate,38,none,rent
4478,less_0,28,credits_paid_to_date,car_new,901,less_100,1_to_4,2,male,none,2,savings_insurance,31,stores,own
4479,no_checking,13,credits_paid_to_date,furniture,3180,less_100,4_to_7,4,male,none,4,savings_insurance,34,bank,own
4480,0_to_200,19,credits_paid_to_date,furniture,1459,less_100,1_to_4,3,male,none,3,car_other,42,bank,rent
4481,less_0,11,prior_payments_delayed,car_new,3900,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,rent
4482,0_to_200,17,prior_payments_delayed,repairs,4339,less_100,1_to_4,3,male,none,3,savings_insurance,44,stores,own
4483,0_to_200,4,credits_paid_to_date,car_used,389,less_100,less_1,2,female,co-applicant,2,real_estate,40,none,own
4484,0_to_200,38,prior_payments_delayed,radio_tv,7317,greater_1000,4_to_7,4,male,none,4,car_other,42,none,own
4485,no_checking,23,prior_payments_delayed,business,3999,unknown,1_to_4,3,male,none,4,car_other,25,none,own
4486,no_checking,32,outstanding_credit,appliances,5835,500_to_1000,4_to_7,4,female,none,4,savings_insurance,50,none,own
4487,greater_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,3,savings_insurance,30,stores,rent
4488,0_to_200,21,credits_paid_to_date,radio_tv,5653,less_100,4_to_7,3,male,none,4,savings_insurance,30,none,own
4489,0_to_200,19,credits_paid_to_date,furniture,1246,500_to_1000,4_to_7,3,female,none,3,savings_insurance,44,bank,own
4490,less_0,25,credits_paid_to_date,car_new,1109,500_to_1000,less_1,2,male,none,2,savings_insurance,26,bank,rent
4491,less_0,11,all_credits_paid_back,vacation,250,less_100,1_to_4,2,female,none,1,real_estate,19,stores,own
4492,less_0,20,credits_paid_to_date,furniture,1329,less_100,1_to_4,3,male,none,3,real_estate,20,none,own
4493,0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,2,real_estate,30,none,rent
4494,0_to_200,30,credits_paid_to_date,car_used,3000,greater_1000,1_to_4,3,female,none,2,real_estate,32,none,own
4495,less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent
4496,no_checking,27,prior_payments_delayed,radio_tv,5437,unknown,1_to_4,4,male,none,5,savings_insurance,42,none,own
4497,no_checking,33,outstanding_credit,radio_tv,2771,greater_1000,4_to_7,3,male,none,2,car_other,30,none,own
4498,no_checking,31,outstanding_credit,appliances,6958,500_to_1000,greater_7,5,male,co-applicant,4,car_other,51,none,free
4499,no_checking,12,outstanding_credit,education,5272,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own
4500,no_checking,32,outstanding_credit,furniture,5499,unknown,greater_7,5,male,co-applicant,4,unknown,49,none,own
4501,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,20,bank,rent
4502,no_checking,31,prior_payments_delayed,appliances,4870,500_to_1000,1_to_4,4,female,none,3,savings_insurance,41,none,own
4503,no_checking,20,credits_paid_to_date,car_new,4747,100_to_500,less_1,3,male,none,4,car_other,34,none,rent
4504,no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,male,none,3,car_other,52,none,free
4505,0_to_200,4,credits_paid_to_date,car_used,1283,less_100,less_1,2,female,none,2,real_estate,19,stores,rent
4506,0_to_200,18,prior_payments_delayed,car_used,7395,100_to_500,1_to_4,4,male,none,4,unknown,45,none,own
4507,no_checking,8,prior_payments_delayed,car_used,2646,greater_1000,1_to_4,3,female,none,4,savings_insurance,42,stores,rent
4508,less_0,23,credits_paid_to_date,car_new,1698,less_100,1_to_4,2,male,none,3,real_estate,27,none,own
4509,0_to_200,5,prior_payments_delayed,car_used,250,less_100,less_1,2,female,none,3,real_estate,26,none,own
4510,no_checking,32,all_credits_paid_back,car_used,5353,100_to_500,4_to_7,4,male,none,4,car_other,40,none,own
4511,greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,male,none,3,savings_insurance,21,none,own
4512,greater_200,25,prior_payments_delayed,car_used,7486,greater_1000,greater_7,4,male,co-applicant,3,unknown,52,none,own
4513,no_checking,31,prior_payments_delayed,repairs,2535,500_to_1000,greater_7,3,female,none,4,savings_insurance,35,none,own
4514,less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,male,none,2,real_estate,21,stores,rent
4515,no_checking,32,outstanding_credit,furniture,3184,unknown,greater_7,4,male,none,4,car_other,37,bank,own
4516,no_checking,33,outstanding_credit,other,9564,greater_1000,greater_7,4,male,co-applicant,5,unknown,57,none,free
4517,less_0,11,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,34,none,own
4518,greater_200,27,credits_paid_to_date,business,5249,greater_1000,1_to_4,3,male,none,3,car_other,51,none,own
4519,0_to_200,14,credits_paid_to_date,appliances,250,less_100,less_1,3,female,none,1,real_estate,38,bank,own
4520,less_0,10,all_credits_paid_back,car_new,2144,less_100,less_1,2,female,co-applicant,2,real_estate,36,bank,rent
4521,less_0,8,all_credits_paid_back,car_new,336,less_100,1_to_4,2,female,none,1,savings_insurance,19,none,own
4522,greater_200,20,outstanding_credit,radio_tv,6105,100_to_500,greater_7,3,female,none,2,car_other,58,bank,own
4523,no_checking,15,credits_paid_to_date,radio_tv,1088,100_to_500,4_to_7,4,male,none,3,savings_insurance,47,none,own
4524,less_0,11,all_credits_paid_back,vacation,2541,100_to_500,4_to_7,3,male,none,3,real_estate,37,none,own
4525,0_to_200,16,prior_payments_delayed,radio_tv,730,less_100,1_to_4,3,male,none,3,real_estate,31,none,own
4526,no_checking,39,prior_payments_delayed,repairs,6448,500_to_1000,greater_7,5,male,co-applicant,4,unknown,42,none,free
4527,0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,1,real_estate,19,stores,rent
4528,less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,male,none,2,real_estate,26,none,own
4529,no_checking,28,all_credits_paid_back,furniture,1165,100_to_500,1_to_4,3,male,none,3,real_estate,19,none,own
4530,less_0,18,all_credits_paid_back,vacation,1564,less_100,less_1,1,male,none,1,savings_insurance,25,stores,own
4531,no_checking,36,outstanding_credit,appliances,6846,greater_1000,greater_7,5,female,co-applicant,4,unknown,47,stores,own
4532,no_checking,25,outstanding_credit,furniture,7108,500_to_1000,1_to_4,4,male,none,4,savings_insurance,40,none,own
4533,0_to_200,22,credits_paid_to_date,radio_tv,250,greater_1000,4_to_7,2,male,none,2,real_estate,36,stores,own
4534,no_checking,37,outstanding_credit,radio_tv,5119,500_to_1000,greater_7,4,male,co-applicant,4,car_other,49,none,free
4535,less_0,30,outstanding_credit,education,1584,100_to_500,4_to_7,2,male,none,3,savings_insurance,33,none,rent
4536,greater_200,25,all_credits_paid_back,radio_tv,5492,less_100,1_to_4,3,male,none,2,car_other,29,none,own
4537,no_checking,44,prior_payments_delayed,repairs,3063,greater_1000,greater_7,5,male,none,4,savings_insurance,49,none,free
4538,no_checking,32,outstanding_credit,radio_tv,8827,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,50,none,free
4539,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,male,none,2,real_estate,19,stores,own
4540,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,none,3,real_estate,29,stores,own
4541,greater_200,16,credits_paid_to_date,retraining,5367,less_100,1_to_4,3,female,none,3,savings_insurance,23,none,own
4542,0_to_200,13,credits_paid_to_date,car_new,1582,less_100,less_1,2,female,co-applicant,3,car_other,44,none,own
4543,greater_200,6,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,3,real_estate,20,bank,rent
4544,less_0,12,all_credits_paid_back,car_new,2833,less_100,less_1,3,female,none,3,savings_insurance,31,none,own
4545,no_checking,14,credits_paid_to_date,furniture,3243,less_100,1_to_4,3,male,none,4,real_estate,59,none,own
4546,less_0,11,all_credits_paid_back,car_used,919,100_to_500,1_to_4,3,female,co-applicant,1,savings_insurance,42,stores,own
4547,no_checking,15,credits_paid_to_date,car_new,4623,less_100,4_to_7,4,male,none,4,car_other,51,none,own
4548,less_0,13,all_credits_paid_back,car_new,4243,less_100,unemployed,1,female,none,2,car_other,38,stores,own
4549,no_checking,31,all_credits_paid_back,car_used,5649,100_to_500,less_1,4,male,none,3,real_estate,19,none,own
4550,0_to_200,21,credits_paid_to_date,retraining,4637,less_100,4_to_7,3,female,none,2,savings_insurance,34,none,own
4551,no_checking,25,outstanding_credit,furniture,4019,500_to_1000,1_to_4,3,male,none,5,car_other,35,none,free
4552,no_checking,31,outstanding_credit,furniture,4568,unknown,greater_7,5,female,none,5,savings_insurance,49,none,own
4553,no_checking,28,prior_payments_delayed,appliances,6850,unknown,greater_7,5,male,none,4,unknown,50,stores,own
4554,0_to_200,24,outstanding_credit,car_used,5056,500_to_1000,4_to_7,4,male,none,4,unknown,43,none,own
4555,less_0,16,credits_paid_to_date,car_new,1659,less_100,4_to_7,3,male,none,1,real_estate,21,stores,own
4556,no_checking,36,prior_payments_delayed,appliances,7315,greater_1000,greater_7,5,male,none,4,unknown,58,none,free
4557,0_to_200,31,credits_paid_to_date,radio_tv,250,greater_1000,1_to_4,3,female,none,3,car_other,37,stores,own
4558,greater_200,32,outstanding_credit,appliances,4388,unknown,greater_7,4,male,none,3,unknown,43,none,own
4559,less_0,4,credits_paid_to_date,car_used,408,less_100,1_to_4,1,female,none,2,real_estate,26,bank,rent
4560,no_checking,45,prior_payments_delayed,repairs,8650,500_to_1000,greater_7,6,male,co-applicant,4,unknown,53,none,free
4561,no_checking,51,outstanding_credit,education,5082,unknown,greater_7,6,male,guarantor,5,car_other,51,none,free
4562,less_0,13,all_credits_paid_back,radio_tv,941,less_100,less_1,1,male,none,2,real_estate,20,bank,rent
4563,no_checking,35,outstanding_credit,repairs,4934,greater_1000,4_to_7,3,male,none,3,unknown,60,none,own
4564,less_0,17,prior_payments_delayed,car_new,1721,less_100,4_to_7,3,male,none,1,car_other,30,none,rent
4565,no_checking,32,outstanding_credit,repairs,2886,unknown,greater_7,5,female,none,4,car_other,37,none,own
4566,less_0,16,credits_paid_to_date,car_new,681,less_100,less_1,2,female,none,2,savings_insurance,21,stores,rent
4567,less_0,18,prior_payments_delayed,car_new,250,less_100,less_1,1,male,none,2,savings_insurance,21,none,own
4568,no_checking,25,prior_payments_delayed,radio_tv,4545,100_to_500,4_to_7,4,male,none,3,savings_insurance,37,none,own
4569,greater_200,18,all_credits_paid_back,car_used,945,100_to_500,1_to_4,3,female,none,3,real_estate,36,none,rent
4570,less_0,13,prior_payments_delayed,car_new,2651,less_100,1_to_4,3,male,none,3,savings_insurance,25,none,own
4571,no_checking,14,credits_paid_to_date,car_new,616,100_to_500,4_to_7,3,male,none,4,savings_insurance,33,none,own
4572,less_0,23,credits_paid_to_date,radio_tv,1444,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,bank,own
4573,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,25,stores,rent
4574,0_to_200,21,credits_paid_to_date,car_used,1467,less_100,less_1,1,female,none,3,savings_insurance,25,none,own
4575,less_0,11,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,savings_insurance,28,stores,rent
4576,greater_200,26,outstanding_credit,furniture,4823,500_to_1000,less_1,3,male,none,4,unknown,43,bank,own
4577,0_to_200,12,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,1,savings_insurance,33,none,own
4578,0_to_200,14,no_credits,car_new,2918,less_100,unemployed,2,female,none,1,savings_insurance,35,none,own
4579,0_to_200,12,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,22,bank,rent
4580,no_checking,33,outstanding_credit,appliances,5865,greater_1000,greater_7,5,male,co-applicant,5,car_other,47,none,free
4581,no_checking,23,prior_payments_delayed,radio_tv,3252,100_to_500,greater_7,4,female,none,4,car_other,51,none,own
4582,0_to_200,25,credits_paid_to_date,car_new,2750,less_100,less_1,1,male,none,2,real_estate,38,none,own
4583,0_to_200,4,all_credits_paid_back,education,250,less_100,1_to_4,2,male,none,2,real_estate,23,none,own
4584,less_0,14,all_credits_paid_back,car_new,697,less_100,unemployed,2,female,none,1,real_estate,19,none,rent
4585,less_0,13,credits_paid_to_date,vacation,250,100_to_500,4_to_7,2,female,co-applicant,2,car_other,29,stores,own
4586,0_to_200,14,credits_paid_to_date,car_new,822,less_100,unemployed,1,female,none,3,real_estate,25,none,own
4587,less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent
4588,0_to_200,18,prior_payments_delayed,furniture,4504,less_100,greater_7,4,male,none,3,unknown,46,none,own
4589,no_checking,32,outstanding_credit,repairs,6172,500_to_1000,greater_7,5,male,co-applicant,3,unknown,31,none,free
4590,greater_200,29,outstanding_credit,education,4885,500_to_1000,greater_7,5,female,none,3,car_other,41,none,own
4591,less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent
4592,less_0,11,all_credits_paid_back,car_used,2454,less_100,unemployed,2,female,none,1,real_estate,23,none,rent
4593,greater_200,15,prior_payments_delayed,furniture,1513,500_to_1000,less_1,3,male,none,4,savings_insurance,36,none,own
4594,no_checking,43,prior_payments_delayed,furniture,7047,500_to_1000,4_to_7,5,male,co-applicant,5,car_other,46,none,free
4595,0_to_200,10,credits_paid_to_date,appliances,1770,less_100,less_1,2,female,none,3,car_other,27,none,own
4596,no_checking,48,credits_paid_to_date,other,7681,unknown,greater_7,5,male,co-applicant,4,unknown,43,none,own
4597,no_checking,21,credits_paid_to_date,radio_tv,3340,100_to_500,greater_7,3,male,none,3,savings_insurance,47,none,own
4598,no_checking,46,prior_payments_delayed,other,5939,500_to_1000,greater_7,5,male,none,3,savings_insurance,46,none,free
4599,no_checking,25,prior_payments_delayed,education,6892,unknown,1_to_4,3,male,none,3,car_other,36,stores,rent
4600,no_checking,29,prior_payments_delayed,car_used,6490,100_to_500,less_1,4,male,none,3,savings_insurance,50,none,own
4601,less_0,4,all_credits_paid_back,car_new,1008,less_100,unemployed,1,female,none,1,real_estate,20,none,rent
4602,less_0,14,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,3,savings_insurance,23,none,own
4603,greater_200,28,outstanding_credit,furniture,1222,500_to_1000,less_1,3,male,none,3,real_estate,25,none,own
4604,no_checking,46,outstanding_credit,radio_tv,6790,500_to_1000,4_to_7,3,male,co-applicant,4,car_other,47,bank,own
4605,0_to_200,31,credits_paid_to_date,furniture,250,100_to_500,less_1,2,male,none,3,real_estate,19,none,own
4606,no_checking,24,prior_payments_delayed,education,4427,greater_1000,greater_7,3,female,none,4,car_other,46,bank,own
4607,no_checking,24,prior_payments_delayed,furniture,1512,500_to_1000,1_to_4,2,male,none,2,car_other,37,none,own
4608,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,2,male,none,2,real_estate,22,none,rent
4609,0_to_200,12,credits_paid_to_date,education,2851,less_100,4_to_7,2,male,none,2,savings_insurance,26,none,rent
4610,no_checking,31,prior_payments_delayed,furniture,5789,100_to_500,1_to_4,3,female,none,3,savings_insurance,43,stores,own
4611,0_to_200,20,credits_paid_to_date,car_new,2652,less_100,1_to_4,2,male,none,3,car_other,20,none,own
4612,no_checking,32,outstanding_credit,other,9727,500_to_1000,4_to_7,4,male,guarantor,5,car_other,57,none,free
4613,no_checking,39,prior_payments_delayed,appliances,4545,greater_1000,4_to_7,3,male,none,3,unknown,35,none,own
4614,no_checking,25,outstanding_credit,appliances,5593,500_to_1000,1_to_4,3,male,none,4,car_other,58,none,own
4615,0_to_200,9,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,2,male,none,1,real_estate,30,stores,own
4616,less_0,30,credits_paid_to_date,radio_tv,1165,less_100,1_to_4,2,male,none,3,savings_insurance,31,stores,own
4617,no_checking,8,credits_paid_to_date,car_used,888,less_100,4_to_7,2,male,none,4,real_estate,42,none,own
4618,less_0,17,no_credits,car_used,1033,less_100,less_1,2,female,none,2,real_estate,24,none,own
4619,0_to_200,19,credits_paid_to_date,repairs,1531,100_to_500,4_to_7,3,male,none,3,real_estate,32,stores,own
4620,0_to_200,24,credits_paid_to_date,radio_tv,3124,100_to_500,4_to_7,3,male,none,3,savings_insurance,33,none,own
4621,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,26,stores,rent
4622,less_0,24,all_credits_paid_back,car_new,1834,less_100,4_to_7,3,male,none,1,savings_insurance,27,none,own
4623,no_checking,19,outstanding_credit,business,4480,100_to_500,less_1,3,male,none,3,car_other,34,none,own
4624,less_0,28,outstanding_credit,retraining,3249,100_to_500,4_to_7,2,female,none,1,car_other,41,stores,rent
4625,less_0,4,all_credits_paid_back,car_used,2070,less_100,unemployed,1,female,none,2,savings_insurance,23,none,rent
4626,0_to_200,18,all_credits_paid_back,car_used,2596,less_100,1_to_4,3,male,none,3,savings_insurance,39,none,own
4627,no_checking,41,prior_payments_delayed,repairs,7736,unknown,greater_7,4,male,co-applicant,3,unknown,46,none,own
4628,less_0,8,all_credits_paid_back,car_used,1189,100_to_500,4_to_7,3,female,none,1,real_estate,27,none,own
4629,less_0,4,credits_paid_to_date,car_used,1541,less_100,1_to_4,3,female,co-applicant,2,real_estate,53,none,own
4630,less_0,11,all_credits_paid_back,car_used,3526,less_100,less_1,1,female,none,1,real_estate,27,none,own
4631,no_checking,19,credits_paid_to_date,furniture,6607,greater_1000,greater_7,4,female,none,2,car_other,45,stores,own
4632,no_checking,40,prior_payments_delayed,radio_tv,9143,greater_1000,4_to_7,4,male,co-applicant,5,unknown,50,none,free
4633,0_to_200,32,outstanding_credit,radio_tv,1151,500_to_1000,1_to_4,3,male,none,4,car_other,23,bank,own
4634,less_0,9,all_credits_paid_back,appliances,1249,less_100,1_to_4,3,female,none,1,real_estate,38,none,own
4635,no_checking,41,prior_payments_delayed,other,6237,500_to_1000,greater_7,4,male,co-applicant,3,unknown,59,none,free
4636,0_to_200,22,credits_paid_to_date,furniture,2244,greater_1000,4_to_7,3,male,none,4,car_other,32,none,rent
4637,less_0,17,prior_payments_delayed,repairs,250,less_100,4_to_7,3,female,none,1,savings_insurance,40,stores,own
4638,no_checking,31,prior_payments_delayed,appliances,4565,100_to_500,4_to_7,4,female,none,4,car_other,46,stores,own
4639,no_checking,12,credits_paid_to_date,car_used,3389,less_100,1_to_4,2,male,none,3,real_estate,25,none,own
4640,no_checking,35,outstanding_credit,vacation,9443,greater_1000,4_to_7,5,male,none,3,unknown,48,none,free
4641,0_to_200,10,prior_payments_delayed,furniture,1961,greater_1000,1_to_4,2,female,none,1,real_estate,29,bank,rent
4642,less_0,23,prior_payments_delayed,radio_tv,1896,100_to_500,less_1,3,male,none,2,car_other,38,none,own
4643,0_to_200,17,credits_paid_to_date,appliances,250,less_100,1_to_4,3,female,none,3,real_estate,19,none,rent
4644,no_checking,27,prior_payments_delayed,appliances,10821,greater_1000,greater_7,5,male,co-applicant,4,car_other,47,none,free
4645,less_0,5,prior_payments_delayed,car_new,2986,less_100,less_1,2,female,none,3,real_estate,32,none,own
4646,no_checking,30,prior_payments_delayed,furniture,8173,100_to_500,4_to_7,4,male,co-applicant,4,unknown,62,none,free
4647,0_to_200,19,credits_paid_to_date,furniture,1664,less_100,1_to_4,3,female,none,3,savings_insurance,31,stores,own
4648,less_0,20,credits_paid_to_date,furniture,2646,500_to_1000,1_to_4,3,male,none,2,car_other,31,none,rent
4649,no_checking,24,prior_payments_delayed,car_used,1322,100_to_500,less_1,2,male,none,3,car_other,26,bank,own
4650,0_to_200,26,credits_paid_to_date,retraining,4580,100_to_500,1_to_4,3,male,none,3,savings_insurance,28,bank,rent
4651,no_checking,22,outstanding_credit,appliances,4993,unknown,4_to_7,4,male,none,3,car_other,48,stores,own
4652,less_0,14,no_credits,car_new,250,less_100,less_1,1,female,none,1,real_estate,33,stores,own
4653,0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,1,female,none,3,savings_insurance,26,bank,rent
4654,no_checking,37,credits_paid_to_date,education,5120,500_to_1000,1_to_4,3,male,none,3,savings_insurance,34,none,own
4655,no_checking,37,outstanding_credit,repairs,4833,greater_1000,1_to_4,4,male,none,4,car_other,43,none,free
4656,0_to_200,17,prior_payments_delayed,retraining,4185,100_to_500,1_to_4,2,male,none,2,car_other,31,none,own
4657,no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent
4658,less_0,23,prior_payments_delayed,car_used,4713,100_to_500,1_to_4,3,female,none,3,savings_insurance,31,none,own
4659,0_to_200,4,all_credits_paid_back,car_new,1355,less_100,1_to_4,1,female,none,2,real_estate,28,bank,own
