ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
1979,2,skilled,1,none,yes,No Risk
1980,2,skilled,2,yes,yes,Risk
1981,1,skilled,1,yes,yes,Risk
1982,2,unskilled,1,yes,yes,No Risk
1983,1,skilled,1,none,yes,Risk
1984,1,skilled,1,none,yes,No Risk
1985,2,unemployed,1,none,yes,No Risk
1986,1,skilled,1,none,yes,No Risk
1987,1,skilled,1,none,yes,No Risk
1988,2,skilled,2,yes,no,Risk
1989,1,skilled,1,none,yes,Risk
1990,1,skilled,1,none,yes,No Risk
1991,1,unskilled,1,none,yes,No Risk
1992,2,skilled,1,yes,yes,Risk
1993,1,unskilled,1,none,yes,No Risk
1994,1,unskilled,1,none,yes,No Risk
1995,2,skilled,1,none,yes,No Risk
1996,1,unskilled,1,yes,yes,No Risk
1997,2,unemployed,1,yes,yes,Risk
1998,2,skilled,1,yes,yes,Risk
1999,2,skilled,2,yes,yes,Risk
2000,1,unskilled,1,yes,yes,No Risk
2001,2,skilled,1,none,yes,Risk
2002,1,skilled,1,none,yes,No Risk
2003,1,unskilled,1,none,yes,No Risk
2004,1,skilled,1,yes,yes,Risk
2005,1,skilled,1,none,yes,No Risk
2006,1,skilled,1,none,yes,No Risk
2007,2,skilled,1,yes,yes,Risk
2008,2,skilled,2,yes,yes,Risk
2009,2,skilled,2,yes,yes,Risk
2010,1,unemployed,1,none,yes,Risk
2011,1,management_self-employed,1,none,yes,No Risk
2012,1,unskilled,1,none,yes,Risk
2013,1,skilled,1,none,yes,No Risk
2014,3,unskilled,2,yes,yes,Risk
2015,1,management_self-employed,1,none,yes,No Risk
2016,1,skilled,1,yes,yes,No Risk
2017,1,skilled,1,none,yes,No Risk
2018,2,skilled,2,yes,yes,Risk
2019,1,skilled,1,yes,yes,No Risk
2020,1,skilled,1,none,yes,No Risk
2021,1,unemployed,1,none,yes,No Risk
2022,1,unskilled,1,none,yes,No Risk
2023,2,management_self-employed,1,none,yes,No Risk
2024,2,management_self-employed,1,yes,yes,Risk
2025,1,skilled,1,none,yes,No Risk
2026,2,skilled,2,yes,yes,Risk
2027,1,skilled,2,none,yes,No Risk
2028,2,skilled,1,yes,yes,Risk
2029,2,skilled,1,yes,yes,Risk
2030,1,skilled,1,none,yes,No Risk
2031,1,skilled,1,none,yes,No Risk
2032,1,skilled,1,none,yes,No Risk
2033,1,skilled,1,none,yes,Risk
2034,1,skilled,1,none,yes,No Risk
2035,2,skilled,2,yes,yes,Risk
2036,1,skilled,1,none,yes,No Risk
2037,1,skilled,1,none,yes,No Risk
2038,2,skilled,1,yes,yes,Risk
2039,1,skilled,1,none,yes,No Risk
2040,1,management_self-employed,1,yes,yes,No Risk
2041,1,unskilled,1,none,yes,No Risk
2042,2,unskilled,2,yes,yes,No Risk
2043,2,skilled,2,yes,yes,Risk
2044,3,skilled,2,yes,yes,No Risk
2045,1,skilled,1,none,yes,No Risk
2046,2,skilled,1,yes,yes,Risk
2047,1,skilled,1,none,yes,No Risk
2048,2,management_self-employed,2,yes,yes,No Risk
2049,1,unemployed,2,yes,yes,No Risk
2050,1,skilled,1,none,yes,No Risk
2051,1,skilled,1,none,yes,No Risk
2052,2,skilled,1,yes,yes,Risk
2053,1,management_self-employed,1,none,yes,Risk
2054,2,management_self-employed,1,yes,yes,No Risk
2055,1,unemployed,1,none,yes,No Risk
2056,2,skilled,1,yes,yes,Risk
2057,1,skilled,1,none,yes,No Risk
2058,2,skilled,1,yes,yes,No Risk
2059,1,skilled,1,none,yes,No Risk
2060,1,unskilled,1,yes,yes,No Risk
2061,1,skilled,1,none,yes,No Risk
2062,3,unskilled,2,yes,yes,Risk
2063,1,skilled,1,none,yes,No Risk
2064,3,skilled,1,yes,yes,No Risk
2065,1,skilled,1,none,yes,No Risk
2066,2,skilled,1,none,yes,Risk
2067,2,management_self-employed,2,none,yes,Risk
2068,2,skilled,1,none,yes,No Risk
2069,1,skilled,1,none,yes,No Risk
2070,2,skilled,1,yes,yes,Risk
2071,1,skilled,1,none,yes,No Risk
2072,1,management_self-employed,1,none,yes,Risk
2073,1,skilled,1,none,yes,No Risk
2074,2,skilled,1,yes,yes,No Risk
2075,2,skilled,1,none,yes,No Risk
2076,3,unskilled,1,yes,yes,Risk
2077,2,skilled,2,yes,yes,No Risk
2078,2,skilled,1,none,yes,No Risk
2079,1,skilled,1,none,yes,No Risk
2080,1,unskilled,1,yes,yes,No Risk
2081,1,skilled,1,yes,yes,No Risk
2082,2,skilled,1,yes,yes,No Risk
2083,1,skilled,1,none,yes,No Risk
2084,1,skilled,1,none,yes,Risk
2085,1,skilled,1,none,yes,No Risk
2086,1,skilled,1,yes,yes,No Risk
2087,1,skilled,1,none,yes,Risk
2088,2,unskilled,1,yes,yes,Risk
2089,1,skilled,1,yes,yes,No Risk
2090,1,skilled,1,none,yes,No Risk
2091,1,skilled,1,yes,yes,No Risk
2092,2,skilled,1,yes,yes,Risk
2093,1,skilled,1,none,yes,No Risk
2094,2,management_self-employed,2,yes,yes,Risk
2095,1,skilled,1,yes,yes,No Risk
2096,1,skilled,1,none,yes,No Risk
2097,1,skilled,1,none,yes,No Risk
2098,1,unskilled,2,yes,yes,No Risk
2099,1,skilled,1,none,yes,No Risk
2100,2,management_self-employed,1,yes,yes,Risk
2101,1,skilled,1,none,yes,Risk
2102,2,unemployed,1,yes,yes,No Risk
2103,1,skilled,1,none,yes,No Risk
2104,2,unskilled,1,yes,yes,Risk
2105,1,skilled,1,none,yes,No Risk
2106,1,skilled,1,yes,yes,No Risk
2107,1,skilled,1,yes,yes,Risk
2108,3,skilled,1,none,yes,Risk
2109,1,unskilled,1,none,yes,No Risk
2110,2,skilled,1,yes,yes,Risk
2111,1,unskilled,1,yes,yes,No Risk
2112,1,skilled,1,none,yes,No Risk
2113,1,skilled,1,none,yes,No Risk
2114,1,skilled,2,none,yes,Risk
2115,3,skilled,2,yes,yes,Risk
2116,1,skilled,1,none,yes,No Risk
2117,1,management_self-employed,2,none,yes,No Risk
2118,1,skilled,1,none,yes,Risk
2119,1,skilled,1,none,yes,No Risk
2120,2,management_self-employed,1,none,yes,No Risk
2121,1,skilled,1,none,yes,No Risk
2122,1,unskilled,1,yes,yes,No Risk
2123,1,skilled,1,none,yes,No Risk
2124,2,unskilled,1,yes,yes,Risk
2125,2,unskilled,2,yes,yes,Risk
2126,2,skilled,2,yes,yes,No Risk
2127,1,skilled,1,yes,yes,No Risk
2128,1,skilled,1,none,yes,No Risk
2129,3,skilled,2,yes,yes,Risk
2130,2,skilled,1,yes,yes,Risk
2131,1,management_self-employed,1,none,yes,No Risk
2132,2,skilled,1,yes,yes,Risk
2133,1,management_self-employed,1,none,yes,No Risk
2134,1,skilled,1,none,yes,No Risk
2135,1,skilled,1,none,yes,No Risk
2136,2,skilled,1,none,yes,Risk
2137,1,skilled,1,none,yes,No Risk
2138,1,unemployed,1,none,yes,No Risk
2139,2,management_self-employed,1,yes,yes,Risk
2140,2,unskilled,1,none,yes,No Risk
2141,2,skilled,1,yes,yes,Risk
2142,3,skilled,1,yes,yes,Risk
2143,1,skilled,1,none,yes,No Risk
2144,2,skilled,1,none,yes,Risk
2145,1,skilled,1,yes,yes,No Risk
2146,2,management_self-employed,1,yes,yes,Risk
2147,1,unemployed,1,none,yes,No Risk
2148,2,skilled,1,none,no,No Risk
2149,2,skilled,1,none,yes,No Risk
2150,1,skilled,1,yes,yes,Risk
2151,2,skilled,1,none,yes,No Risk
2152,2,skilled,1,none,yes,No Risk
2153,1,unskilled,1,none,yes,No Risk
2154,2,skilled,1,none,yes,Risk
2155,1,skilled,1,none,yes,Risk
2156,2,skilled,1,none,yes,No Risk
2157,1,skilled,1,none,yes,No Risk
2158,1,skilled,1,none,yes,No Risk
2159,1,skilled,1,yes,yes,No Risk
2160,1,skilled,1,none,yes,No Risk
2161,2,skilled,1,none,yes,No Risk
2162,1,skilled,1,none,yes,No Risk
2163,1,skilled,1,none,yes,Risk
2164,2,skilled,1,yes,yes,Risk
2165,1,skilled,1,none,yes,No Risk
2166,2,skilled,1,none,yes,Risk
2167,2,management_self-employed,1,yes,yes,No Risk
2168,2,skilled,1,none,yes,Risk
2169,1,skilled,2,yes,yes,No Risk
2170,1,unskilled,1,none,yes,Risk
2171,1,skilled,1,none,yes,No Risk
2172,2,skilled,1,none,yes,Risk
2173,1,skilled,1,yes,yes,No Risk
2174,2,skilled,2,none,yes,No Risk
2175,1,skilled,1,yes,yes,No Risk
2176,1,unskilled,1,none,yes,No Risk
2177,1,management_self-employed,1,none,yes,Risk
2178,1,skilled,1,yes,yes,No Risk
2179,2,skilled,1,yes,yes,Risk
2180,2,skilled,2,yes,yes,Risk
2181,1,unemployed,1,none,yes,No Risk
2182,2,skilled,1,yes,yes,Risk
2183,2,skilled,1,yes,yes,Risk
2184,1,skilled,1,yes,yes,No Risk
2185,2,management_self-employed,1,none,yes,No Risk
2186,1,skilled,1,none,yes,No Risk
2187,1,management_self-employed,2,none,yes,No Risk
2188,2,management_self-employed,2,yes,yes,Risk
2189,2,skilled,1,yes,yes,Risk
2190,2,skilled,1,none,yes,Risk
2191,1,unskilled,1,none,yes,No Risk
2192,2,skilled,1,yes,yes,Risk
2193,1,unskilled,1,yes,yes,No Risk
2194,1,skilled,1,yes,yes,Risk
2195,1,skilled,1,none,yes,No Risk
2196,1,skilled,1,none,yes,Risk
2197,1,skilled,1,none,yes,No Risk
2198,2,skilled,1,none,yes,Risk
2199,1,skilled,1,none,yes,No Risk
2200,2,management_self-employed,2,yes,yes,Risk
2201,2,skilled,1,yes,yes,No Risk
2202,2,skilled,1,none,yes,Risk
2203,1,skilled,1,none,yes,No Risk
2204,3,skilled,2,yes,yes,Risk
2205,1,management_self-employed,1,yes,yes,No Risk
2206,2,skilled,2,yes,yes,No Risk
2207,1,skilled,1,yes,yes,No Risk
2208,1,skilled,1,none,yes,No Risk
2209,1,skilled,1,none,yes,No Risk
2210,1,skilled,1,none,yes,Risk
2211,1,skilled,1,none,yes,Risk
2212,2,skilled,2,yes,yes,Risk
2213,2,skilled,1,none,yes,No Risk
2214,2,skilled,2,yes,yes,Risk
2215,1,unskilled,1,none,yes,No Risk
2216,2,skilled,2,yes,yes,Risk
2217,1,skilled,1,yes,yes,No Risk
2218,2,skilled,2,yes,yes,No Risk
2219,2,skilled,1,yes,yes,Risk
2220,1,skilled,1,none,yes,No Risk
2221,2,skilled,1,none,yes,No Risk
2222,2,management_self-employed,2,yes,yes,No Risk
2223,1,skilled,1,none,yes,No Risk
2224,1,skilled,1,none,yes,No Risk
2225,2,skilled,1,none,yes,No Risk
2226,2,skilled,2,yes,yes,Risk
2227,1,skilled,1,none,yes,No Risk
2228,1,skilled,1,none,yes,No Risk
2229,1,skilled,1,none,yes,No Risk
2230,2,unemployed,1,yes,yes,No Risk
2231,1,management_self-employed,2,none,yes,No Risk
2232,1,skilled,1,none,yes,No Risk
2233,1,unemployed,1,none,yes,Risk
2234,1,skilled,1,none,yes,No Risk
2235,1,skilled,1,none,yes,No Risk
2236,1,skilled,1,none,yes,Risk
2237,1,unemployed,1,yes,yes,No Risk
2238,2,skilled,2,yes,yes,Risk
2239,1,unemployed,1,none,yes,No Risk
2240,2,skilled,1,none,yes,Risk
2241,2,skilled,1,yes,yes,No Risk
2242,1,management_self-employed,2,yes,yes,Risk
2243,1,skilled,1,none,yes,No Risk
2244,2,skilled,1,yes,yes,Risk
2245,2,skilled,1,none,yes,No Risk
2246,2,skilled,1,yes,yes,No Risk
2247,1,unskilled,1,none,yes,No Risk
2248,1,unskilled,1,none,yes,No Risk
2249,2,skilled,1,yes,yes,No Risk
2250,1,skilled,1,none,yes,No Risk
2251,1,skilled,1,none,yes,No Risk
2252,1,skilled,1,none,yes,No Risk
2253,1,skilled,1,none,yes,No Risk
2254,1,skilled,1,none,yes,No Risk
2255,1,unskilled,1,yes,yes,No Risk
2256,2,skilled,1,none,yes,No Risk
2257,2,skilled,1,yes,yes,No Risk
2258,1,skilled,1,none,yes,No Risk
2259,1,skilled,1,none,yes,No Risk
2260,1,management_self-employed,1,none,yes,No Risk
2261,1,management_self-employed,2,yes,yes,Risk
2262,1,skilled,1,yes,yes,No Risk
2263,1,skilled,1,none,yes,No Risk
2264,2,unemployed,2,yes,yes,Risk
2265,1,skilled,1,none,yes,No Risk
2266,2,management_self-employed,2,yes,yes,Risk
2267,1,unskilled,1,none,yes,No Risk
2268,1,skilled,1,none,yes,No Risk
2269,1,skilled,1,none,yes,No Risk
2270,1,management_self-employed,1,yes,yes,Risk
2271,2,skilled,1,none,yes,Risk
2272,1,skilled,2,yes,yes,No Risk
2273,1,skilled,1,none,yes,No Risk
2274,1,skilled,1,none,yes,No Risk
2275,1,management_self-employed,1,none,yes,No Risk
2276,1,unskilled,1,none,yes,Risk
2277,1,skilled,1,none,yes,No Risk
2278,1,skilled,1,none,yes,No Risk
2279,1,unemployed,1,none,yes,No Risk
2280,1,skilled,1,yes,yes,No Risk
2281,1,skilled,1,none,yes,No Risk
2282,2,unemployed,1,none,yes,No Risk
2283,2,skilled,1,none,yes,No Risk
2284,1,skilled,1,none,yes,No Risk
2285,1,skilled,1,none,yes,No Risk
2286,2,unskilled,2,yes,yes,Risk
2287,1,skilled,1,none,yes,No Risk
2288,1,skilled,1,yes,yes,No Risk
2289,1,unskilled,1,yes,yes,No Risk
2290,2,skilled,1,yes,yes,Risk
2291,2,skilled,1,yes,yes,Risk
2292,1,skilled,1,none,yes,No Risk
2293,2,management_self-employed,1,none,yes,No Risk
2294,1,management_self-employed,1,none,yes,No Risk
2295,1,skilled,1,yes,yes,No Risk
2296,2,skilled,2,yes,yes,Risk
2297,2,skilled,1,none,yes,Risk
2298,1,skilled,1,none,yes,No Risk
2299,1,management_self-employed,1,none,yes,No Risk
2300,1,management_self-employed,1,none,yes,No Risk
2301,2,skilled,1,yes,yes,Risk
2302,1,skilled,1,none,yes,No Risk
2303,1,skilled,1,none,yes,No Risk
2304,1,unemployed,1,none,yes,No Risk
2305,1,skilled,2,yes,yes,No Risk
2306,2,skilled,1,none,yes,Risk
2307,1,skilled,1,yes,yes,No Risk
2308,1,skilled,1,none,yes,Risk
2309,1,unemployed,1,none,yes,No Risk
2310,2,skilled,2,yes,yes,Risk
2311,1,unskilled,1,yes,yes,Risk
2312,1,skilled,1,none,yes,Risk
2313,1,skilled,1,yes,yes,Risk
2314,2,unskilled,1,yes,yes,No Risk
2315,1,unskilled,2,yes,yes,No Risk
2316,1,skilled,1,yes,yes,Risk
2317,1,skilled,1,none,yes,No Risk
2318,3,management_self-employed,2,yes,yes,No Risk
2319,1,management_self-employed,1,none,yes,No Risk
2320,2,unskilled,1,yes,yes,No Risk
2321,2,skilled,1,none,yes,No Risk
2322,1,unskilled,1,none,yes,No Risk
2323,1,skilled,1,none,yes,No Risk
2324,2,unskilled,1,yes,yes,No Risk
2325,3,skilled,2,yes,yes,Risk
2326,2,skilled,1,yes,no,No Risk
2327,1,unemployed,1,yes,yes,No Risk
2328,2,management_self-employed,2,yes,yes,No Risk
2329,1,unemployed,1,none,yes,No Risk
2330,2,management_self-employed,1,yes,yes,Risk
2331,2,management_self-employed,1,none,yes,Risk
2332,1,skilled,1,none,yes,No Risk
2333,2,skilled,1,none,yes,Risk
2334,2,skilled,2,yes,yes,No Risk
2335,1,unskilled,1,none,yes,No Risk
2336,2,skilled,1,yes,yes,No Risk
2337,1,skilled,1,yes,yes,Risk
2338,2,management_self-employed,1,none,yes,No Risk
2339,2,skilled,1,none,yes,No Risk
2340,1,skilled,1,none,yes,Risk
2341,1,skilled,1,yes,yes,Risk
2342,1,skilled,1,yes,yes,No Risk
2343,1,skilled,1,none,yes,No Risk
2344,2,unskilled,1,none,yes,No Risk
2345,1,unemployed,1,none,yes,No Risk
2346,2,skilled,1,none,yes,Risk
2347,1,skilled,1,yes,yes,No Risk
2348,2,skilled,1,none,yes,No Risk
2349,2,management_self-employed,2,yes,yes,Risk
2350,2,skilled,2,yes,yes,No Risk
2351,1,unskilled,1,none,yes,No Risk
2352,2,skilled,1,none,no,Risk
2353,1,skilled,1,none,yes,No Risk
2354,1,unskilled,1,none,yes,No Risk
2355,1,skilled,1,none,yes,No Risk
2356,2,skilled,2,yes,yes,No Risk
2357,1,skilled,1,none,yes,No Risk
2358,2,skilled,1,none,yes,No Risk
2359,2,unskilled,1,yes,yes,No Risk
2360,2,skilled,1,yes,yes,Risk
2361,2,skilled,1,none,yes,No Risk
2362,1,skilled,1,none,yes,No Risk
2363,1,unemployed,1,yes,yes,No Risk
2364,2,management_self-employed,1,yes,yes,Risk
2365,1,skilled,1,yes,yes,No Risk
2366,2,skilled,1,yes,yes,Risk
2367,1,skilled,1,none,yes,No Risk
2368,1,skilled,1,none,yes,No Risk
2369,1,skilled,1,none,yes,No Risk
2370,2,skilled,1,none,yes,No Risk
2371,2,unskilled,1,yes,yes,No Risk
2372,2,skilled,1,yes,yes,Risk
2373,1,skilled,1,yes,yes,Risk
2374,1,unskilled,1,none,yes,No Risk
2375,2,management_self-employed,1,none,yes,Risk
2376,2,skilled,1,yes,yes,Risk
2377,1,skilled,1,none,yes,No Risk
2378,1,management_self-employed,1,none,yes,No Risk
2379,1,unemployed,1,none,yes,No Risk
2380,3,skilled,2,yes,yes,Risk
2381,1,skilled,1,none,yes,No Risk
2382,2,skilled,1,none,yes,No Risk
2383,2,skilled,2,yes,yes,Risk
2384,2,skilled,2,none,yes,No Risk
2385,1,unskilled,1,none,yes,Risk
2386,1,unskilled,1,none,yes,No Risk
2387,1,skilled,1,yes,yes,No Risk
2388,1,skilled,1,none,yes,No Risk
2389,1,management_self-employed,1,none,yes,No Risk
2390,1,skilled,1,none,yes,No Risk
2391,2,management_self-employed,1,none,yes,Risk
2392,1,management_self-employed,1,none,yes,No Risk
2393,1,skilled,2,yes,yes,No Risk
2394,2,unskilled,1,yes,yes,No Risk
2395,3,management_self-employed,2,yes,yes,No Risk
2396,2,skilled,1,yes,yes,Risk
2397,1,skilled,1,none,yes,Risk
2398,1,unemployed,1,none,yes,No Risk
2399,2,skilled,1,none,yes,Risk
2400,1,skilled,1,none,yes,No Risk
2401,1,skilled,1,none,yes,No Risk
2402,1,skilled,1,none,yes,No Risk
2403,1,unemployed,1,none,yes,No Risk
2404,1,skilled,1,none,yes,No Risk
2405,1,skilled,1,none,yes,No Risk
2406,1,skilled,1,none,yes,No Risk
2407,1,unemployed,1,yes,yes,No Risk
2408,1,management_self-employed,1,yes,yes,Risk
2409,1,management_self-employed,1,none,yes,No Risk
2410,2,skilled,1,yes,yes,Risk
2411,1,skilled,1,none,yes,No Risk
2412,1,unemployed,1,none,yes,Risk
2413,1,management_self-employed,1,none,yes,No Risk
2414,1,management_self-employed,1,none,yes,No Risk
2415,1,skilled,1,yes,yes,No Risk
2416,2,skilled,1,yes,yes,Risk
2417,1,unemployed,1,yes,yes,Risk
2418,1,skilled,1,none,yes,No Risk
2419,2,skilled,1,yes,yes,No Risk
2420,2,skilled,1,yes,yes,Risk
2421,2,management_self-employed,1,none,yes,Risk
2422,2,skilled,1,none,yes,No Risk
2423,2,skilled,1,none,yes,Risk
2424,2,skilled,1,yes,yes,Risk
2425,2,unskilled,1,yes,yes,Risk
2426,2,skilled,1,none,yes,Risk
2427,1,skilled,1,yes,yes,Risk
2428,2,unemployed,1,none,yes,No Risk
2429,2,skilled,2,none,yes,No Risk
2430,1,skilled,1,none,yes,No Risk
2431,3,skilled,2,yes,yes,Risk
2432,2,skilled,1,yes,yes,Risk
2433,1,skilled,1,none,yes,No Risk
2434,1,skilled,1,none,yes,No Risk
2435,2,skilled,1,yes,yes,No Risk
2436,2,skilled,1,none,yes,Risk
2437,1,skilled,1,none,yes,No Risk
2438,1,skilled,1,none,yes,Risk
2439,1,skilled,1,none,yes,No Risk
2440,2,unskilled,2,yes,yes,Risk
2441,1,skilled,1,none,yes,No Risk
2442,2,skilled,2,yes,yes,No Risk
2443,2,skilled,1,none,yes,No Risk
2444,2,skilled,2,yes,yes,Risk
2445,1,skilled,1,none,yes,No Risk
2446,2,skilled,1,yes,yes,Risk
2447,1,unskilled,1,none,yes,No Risk
2448,2,skilled,1,none,yes,No Risk
2449,1,skilled,1,yes,yes,Risk
2450,1,unskilled,1,none,yes,No Risk
2451,2,skilled,1,none,yes,No Risk
2452,1,unemployed,1,none,yes,No Risk
2453,1,skilled,1,none,yes,No Risk
2454,2,unskilled,1,yes,yes,No Risk
2455,1,skilled,1,none,yes,No Risk
2456,1,skilled,1,none,yes,Risk
2457,2,skilled,2,yes,no,Risk
2458,2,skilled,1,none,yes,Risk
2459,1,unskilled,1,none,yes,No Risk
2460,2,management_self-employed,1,yes,yes,Risk
2461,1,skilled,1,none,yes,No Risk
2462,1,unskilled,1,none,yes,No Risk
2463,1,skilled,1,none,yes,No Risk
2464,2,skilled,1,none,yes,Risk
2465,1,unskilled,1,none,yes,No Risk
2466,2,management_self-employed,1,yes,yes,No Risk
2467,1,skilled,1,yes,yes,No Risk
2468,2,unskilled,2,yes,yes,Risk
2469,2,skilled,1,yes,yes,No Risk
2470,2,skilled,1,yes,yes,No Risk
2471,2,unskilled,1,yes,yes,No Risk
2472,2,management_self-employed,1,none,yes,Risk
2473,1,unskilled,1,none,yes,No Risk
2474,1,unskilled,1,none,yes,Risk
2475,1,management_self-employed,1,none,yes,No Risk
2476,2,skilled,2,yes,yes,No Risk
2477,2,unskilled,2,none,yes,No Risk
2478,2,skilled,1,none,yes,No Risk
2479,1,skilled,1,yes,yes,Risk
2480,1,skilled,1,none,yes,No Risk
2481,2,skilled,1,none,yes,No Risk
2482,2,skilled,1,none,yes,Risk
2483,3,skilled,1,yes,yes,Risk
2484,2,management_self-employed,1,none,yes,No Risk
2485,2,skilled,1,none,yes,Risk
2486,1,skilled,1,none,no,No Risk
2487,1,skilled,1,none,yes,Risk
2488,1,skilled,1,none,yes,No Risk
2489,1,skilled,1,none,yes,No Risk
2490,2,skilled,2,yes,yes,Risk
2491,1,skilled,1,yes,yes,No Risk
2492,1,skilled,1,none,yes,No Risk
2493,3,skilled,2,yes,yes,Risk
2494,2,skilled,1,none,yes,No Risk
2495,1,skilled,1,none,yes,No Risk
2496,2,skilled,2,yes,yes,Risk
2497,2,management_self-employed,1,none,yes,No Risk
2498,1,skilled,1,none,yes,No Risk
2499,1,unskilled,1,yes,yes,No Risk
2500,3,management_self-employed,2,yes,yes,Risk
2501,2,management_self-employed,1,none,yes,No Risk
2502,1,skilled,1,none,yes,No Risk
2503,1,skilled,1,none,yes,No Risk
2504,2,skilled,2,yes,yes,Risk
2505,1,unskilled,1,none,yes,No Risk
2506,2,skilled,1,yes,yes,Risk
2507,1,skilled,1,none,yes,Risk
2508,2,unskilled,1,yes,yes,Risk
2509,1,unskilled,1,none,yes,No Risk
2510,1,skilled,1,none,yes,No Risk
2511,1,skilled,1,none,yes,No Risk
2512,2,skilled,1,none,yes,Risk
2513,1,skilled,1,none,yes,No Risk
2514,1,skilled,1,none,yes,No Risk
2515,2,skilled,1,yes,yes,No Risk
2516,2,management_self-employed,2,yes,yes,No Risk
2517,1,management_self-employed,1,none,yes,No Risk
2518,1,unskilled,1,none,yes,No Risk
2519,2,skilled,2,yes,yes,Risk
2520,2,management_self-employed,2,yes,no,Risk
2521,1,unemployed,1,none,yes,No Risk
2522,1,skilled,1,none,yes,No Risk
2523,1,skilled,1,none,yes,No Risk
2524,1,unemployed,1,none,yes,No Risk
2525,1,unskilled,1,none,yes,No Risk
2526,2,management_self-employed,2,yes,yes,No Risk
2527,1,skilled,1,none,yes,No Risk
2528,1,skilled,1,yes,yes,No Risk
2529,1,skilled,1,none,yes,No Risk
2530,2,skilled,1,yes,yes,Risk
2531,2,unskilled,1,yes,yes,No Risk
2532,1,skilled,1,none,yes,No Risk
2533,1,skilled,1,none,yes,Risk
2534,1,skilled,1,yes,yes,No Risk
2535,1,skilled,2,yes,yes,No Risk
2536,2,skilled,1,none,yes,No Risk
2537,1,skilled,1,none,yes,Risk
2538,2,unskilled,1,yes,yes,No Risk
2539,2,skilled,1,none,yes,No Risk
2540,2,skilled,1,yes,yes,Risk
2541,1,skilled,1,none,yes,No Risk
2542,2,skilled,1,none,yes,No Risk
2543,2,skilled,1,none,yes,No Risk
2544,2,skilled,1,none,yes,No Risk
2545,2,unemployed,1,yes,yes,No Risk
2546,2,skilled,1,yes,yes,Risk
2547,1,skilled,1,none,yes,No Risk
2548,2,skilled,1,none,yes,Risk
2549,1,unemployed,1,yes,yes,No Risk
2550,2,skilled,2,yes,yes,Risk
2551,1,skilled,1,none,yes,No Risk
2552,1,skilled,1,none,yes,No Risk
2553,1,management_self-employed,1,yes,yes,No Risk
2554,2,skilled,1,yes,yes,No Risk
2555,1,skilled,1,none,yes,No Risk
2556,2,skilled,1,none,yes,No Risk
2557,1,skilled,1,yes,yes,No Risk
2558,2,skilled,1,yes,yes,No Risk
2559,2,skilled,2,yes,yes,Risk
2560,1,skilled,1,yes,yes,No Risk
2561,2,skilled,1,none,yes,Risk
2562,1,unemployed,2,none,yes,No Risk
2563,2,management_self-employed,1,none,yes,No Risk
2564,3,skilled,1,yes,yes,Risk
2565,1,management_self-employed,1,none,yes,No Risk
2566,2,skilled,1,none,yes,Risk
2567,1,skilled,1,none,yes,No Risk
2568,2,skilled,1,none,yes,No Risk
2569,1,skilled,1,none,yes,Risk
2570,2,skilled,1,none,yes,No Risk
2571,1,unemployed,1,none,yes,No Risk
2572,2,unskilled,1,yes,yes,Risk
2573,1,skilled,1,none,yes,Risk
2574,1,unemployed,1,yes,yes,No Risk
2575,2,management_self-employed,1,none,yes,No Risk
2576,2,skilled,2,yes,yes,No Risk
2577,1,skilled,1,none,yes,No Risk
2578,2,skilled,1,none,yes,Risk
2579,1,skilled,1,yes,yes,Risk
2580,1,skilled,1,none,yes,Risk
2581,2,skilled,2,none,yes,No Risk
2582,2,skilled,2,none,yes,Risk
2583,2,unemployed,1,yes,yes,Risk
2584,2,skilled,1,yes,yes,Risk
2585,2,management_self-employed,1,yes,yes,No Risk
2586,3,skilled,1,yes,yes,Risk
2587,1,skilled,1,none,yes,No Risk
2588,2,skilled,2,yes,yes,Risk
2589,1,skilled,1,none,yes,No Risk
2590,1,skilled,1,yes,yes,No Risk
2591,2,skilled,1,none,yes,No Risk
2592,1,management_self-employed,1,none,yes,No Risk
2593,2,skilled,1,yes,yes,No Risk
2594,2,unskilled,1,yes,yes,No Risk
2595,1,skilled,1,none,yes,No Risk
2596,2,skilled,1,none,yes,Risk
2597,1,skilled,1,none,yes,Risk
2598,2,skilled,1,yes,yes,No Risk
2599,1,skilled,1,none,yes,No Risk
2600,1,skilled,1,none,yes,No Risk
2601,2,skilled,1,none,yes,Risk
2602,2,skilled,2,yes,yes,Risk
2603,1,unskilled,2,none,yes,No Risk
2604,2,skilled,1,none,yes,No Risk
2605,1,unskilled,1,yes,yes,No Risk
2606,1,management_self-employed,1,none,yes,No Risk
2607,2,skilled,1,yes,yes,No Risk
2608,2,skilled,1,none,yes,Risk
2609,2,management_self-employed,2,yes,yes,Risk
2610,3,unskilled,2,yes,yes,No Risk
2611,1,skilled,1,none,yes,No Risk
2612,2,skilled,1,none,yes,Risk
2613,1,unemployed,1,none,yes,No Risk
2614,2,skilled,2,yes,yes,Risk
2615,2,skilled,1,yes,yes,No Risk
2616,2,unskilled,1,yes,yes,No Risk
2617,2,skilled,2,yes,yes,No Risk
2618,1,skilled,1,none,yes,No Risk
2619,2,management_self-employed,1,yes,yes,Risk
2620,1,skilled,1,none,yes,Risk
2621,1,unskilled,1,none,yes,No Risk
2622,1,skilled,2,yes,yes,No Risk
2623,1,unskilled,1,none,yes,No Risk
2624,3,unskilled,2,yes,yes,Risk
